Pfad	Dateiname	dc:title	dc:creator	dc:publisher	dc:date	dewey	sdewey	typedoc	datestamp	@xmlns:dc	@xmlns:oai_dc	@xmlns:xsi	@xsi:schemaLocation	dc:identifier	dc:format	dc:language	dc:relation	dc:type	dc:source	dc:rights	dc:description	provenance	source	nqamoyen	mode_indexation	first_indexation_date	ark	GUID
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k990598p.html	Barbusse_Le feu 	Le feu : (journal d'une escouade) 	Barbusse, Henri (1873-1935)	E. Flammarion (Paris)	1916	8.0	84.0	monographie	2021-05-25	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k990598p	['1 vol. ([4]-378-[1] p.) ; in-16', 'Nombre total de vues : 397']	fre	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31761560f'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb167647788', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31761560f']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-1903	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Le feu (français)]', 'Appartient à l’ensemble documentaire : GG14182', 'Avec mode texte', 'Roman']	bnf.fr	Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-1903	8908.0	text	2015-02-15T23:00:00Z	ark__12148_bpt6k990598p	c58f5e0c-925e-49c2-a291-cd91de1d0f4b
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k827617.html	Barrès_Faut-il autoriser les congrégations	Faut-il autoriser les congrégations ? Les pères blancs 	Barrès, Maurice (1862-1923)	Plon-Nourrit (Paris)	1923-1924	2.0	20.0	monographie	2022-12-02	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k827617	2 vol. (45, 20 p.) ; in-8	fre	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb34064326n'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34064326n']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Le90-1426 (2)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Appartient à l’ensemble documentaire : BbLevt0	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Le90-1426 (2)	0.0		2007-10-14T22:00:00Z	ark__12148_bpt6k827617	627abedc-66d7-49b1-a3a0-aec34b3ce31e
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k8767606.html	Bernanos_Sous le soleil de Satan.	Sous le soleil de Satan. Tome 2 	Bernanos, Georges (1888-1948)	(Paris)	1932	8.0	84.0	monographie	2020-04-06	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k8767606	['2 vol. (253, 252 p.) ; in-16', 'Nombre total de vues : 256']	['fre', 'français']	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb318009022'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11968255v', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb318009022']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Sous le soleil de Satan (français)]', 'Collection : Bibliothèque reliée Plon ; 119-120', 'Collection : Bibliothèque reliée Plon ; 119-120', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France	8903.0	text	2018-12-29T23:00:00Z	ark__12148_bpt6k8767606	e62ea68d-3cec-4771-b1a1-e914d8b41472
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k1133128.html	Barbusse_Jésus 	Jésus 	Barbusse, Henri (1873-1935)	(Paris)	1927	8.0	84.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k1133128	['1 vol. (249 p.) ; 18 cm', 'Nombre total de vues : 256']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb317615744	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-H-8480	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]		bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-H-8480	9088.0	text	2008-03-11T23:00:00Z	ark__12148_bpt6k1133128	68696d22-5db4-44c8-8067-daf4d0032f6d
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k8859047.html	Bernanos_Le chemin de la Croix-des-Ames_T2	Le chemin de la Croix-des-Ames. Volume 2 	Bernanos, Georges (1888-1948)	Atlantica editora (Rio de Janeiro)	1943-1944	9.0	90.0	monographie	2022-12-02	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k8859047	['2 vol. (152, 166 p.) ; 21 cm', 'Nombre total de vues : 182']	fre	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31800834d'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31800834d']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (4)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (4)	8905.0	text	2018-12-29T23:00:00Z	ark__12148_bpt6k8859047	1f32f5ef-b4c2-483c-a52a-4b738456bb64
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bd6t5370282d.html	Bernanos_Les grands cimetières sous la	Les grands cimetières sous la lune 	Bernanos, Georges (1888-1948)	les petits-fils de Plon et Nourrit (Paris)	1938	8.0	84.0	monographie	2022-08-12	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bd6t5370282d	['1 vol. (V-361 p.) ; 19 cm', 'Nombre total de vues : 392']	fre	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12385517x', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31800850n']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z-28037	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Les grands cimetières sous la lune (français)]', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z-28037	8961.0	text	2022-03-13T23:00:00Z	ark__12148_bd6t5370282d	b6645b8b-df43-43ee-83bf-d68d630fe4d0
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k1133230.html	Barbusse_J'accuse	J'accuse ! : un réquisitoire implacable 	Barbusse, Henri (1873-1935)	(Paris)	1932	9.0	94.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k1133230	['32 p. ; in-16', 'Nombre total de vues : 33']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34042869d	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Lb57-15939	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Lb57-15939	9985.0	text	2008-04-01T22:00:00Z	ark__12148_bpt6k1133230	f2107eba-33d6-4bf3-9062-105b3f649f5c
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k10672866.html	Crevel_Êtes-vous fous	Êtes-vous fous ? 	Crevel, René (1900-1935)	(Paris)	1929			monographie	2019-05-17	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k10672866	['1 vol. (216-[1] p.) ; 19 cm', 'Nombre total de vues : 225', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35977700p	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Réserve des livres rares, RES 8-Z PAB BIBL-270	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Réserve des livres rares, RES 8-Z PAB BIBL-270	1000.0	text	2015-04-12T22:00:00Z	ark__12148_bpt6k10672866	8910c743-a6c8-4d8e-9275-fa4a4cd43bfb
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k96937129.html	Drieu La Rochelle_Plainte contre inconnu 	Plainte contre inconnu 	Drieu La Rochelle, Pierre (1893-1945)	['la Nouvelle revue française (Paris)', 'Gallimard (Paris)']	1924	8.0	84.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k96937129	['1 vol. (202 p.) ; 19 cm', 'Nombre total de vues : 228']	fre	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35215465h	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 16-Y2-37865	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 16-Y2-37865	998.0	text	2016-06-18T22:00:00Z	ark__12148_bpt6k96937129	8688cfea-e1f5-4acc-9c9e-e4bfc2a3df93
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9691893g.html	Crevel_Le clavecin de Diderot 	Le clavecin de Diderot 	Crevel, René (1900-1935)	Éd. surréalistes (Paris)	1932	8.0	84.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9691893g	['1 vol. (168-[1] p.) ; 19 cm', 'Nombre total de vues : 190', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']	fre	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb377488893	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z-7851	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z-7851	9974.0	text	2016-06-12T22:00:00Z	ark__12148_bpt6k9691893g	45a20e57-b39b-4fb2-8cd2-c37a4cb96651
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k8630149g.html	France_La vie en fleur 	La vie en fleur 	France, Anatole (1844-1924)	Calmann-Lévy (Paris)	1925	8.0	80.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k8630149g	['II-352 p. ; in-16', 'Nombre total de vues : 370']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32124044t	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-25251	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-25251	9994.0	text	2016-01-03T23:00:00Z	ark__12148_bpt6k8630149g	2c369c1e-57b6-46fa-aa76-18782bdf14a4
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k202368z.html	France_Rabelais 	Rabelais 	France, Anatole (1844-1924)	(Paris)	1928	8.0	84.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k202368z	['1 vol. (IV-246 p.) ; in-8', 'Nombre total de vues : 256']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb38831892d	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]		bnf.fr	Bibliothèque nationale de France	9561.0	text	2007-10-14T22:00:00Z	ark__12148_bpt6k202368z	853f9d98-0182-418a-94d4-7f9bbabb15a8
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k86304468.html	France_Le puits de sainte Claire	Le puits de sainte Claire 	France, Anatole (1844-1924)	C. Lévy (Paris)	1895	8.0	80.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k86304468	['304 p. ; in-18', 'Nombre total de vues : 330']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30457781j	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-49159	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-49159	9994.0	text	2016-04-24T22:00:00Z	ark__12148_bpt6k86304468	064252af-6c4e-451f-916d-1befca45c84d
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k8630000w.html	France_L'île des pingouins 	L'île des pingouins 	France, Anatole (1844-1924)	Calmann-Lévy (Paris)	1925	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k8630000w	['XVI-419 p. ; in-16', 'Nombre total de vues : 456']	['fre', 'français']	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb166467038', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32123783d']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-25216	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	''[''''[L'île des pingouins (français)]'''', 'Contient une table des matières', 'Avec mode texte']''	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-25216	9994.0	text	2016-09-18T22:00:00Z	ark__12148_bpt6k8630000w	8771e004-63c7-4d9c-9fd2-9a986b0c83fc
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9737428z.html	Giraudoux_Siegfried et le Limousin 	Siegfried et le Limousin : roman 	Giraudoux, Jean (1882-1944)	J. Ferenczi et fils (Paris)	1932	8.0	80.0	monographie	2018-05-15	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9737428z	['1 vol. (269 p.) ; 18 cm', 'Nombre total de vues : 272']	['fre', 'français']	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12548067b', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb321699957']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z-26096 (3)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Siegfried (français)]', 'Collection : Le beau livre ; 3', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z-26096 (3)	998.0	text	2016-08-07T22:00:00Z	ark__12148_bpt6k9737428z	ca5aa6d6-c5ea-496f-8343-0499f1455137
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k885905m.html	Bernanos_Le chemin de la Croix-des-Ames_T3	Le chemin de la Croix-des-Ames (articles de guerre) : 1942-1943. 3e volume 	Bernanos, Georges (1888-1948)	(Rio de Janeiro)	1944	8.0	80.0	monographie	2020-04-15	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k885905m	['1 vol. (162 p.) ; 21 cm', 'Nombre total de vues : 178']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31800828g	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (5)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 16-G-430 (5)	8942.0	text	2018-12-29T23:00:00Z	ark__12148_bpt6k885905m	377033e8-2717-4b28-aad7-b97ac0a0e6e1
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9921454.html	Jarry_Les jours et les nuits	Les jours et les nuits : roman d'un déserteur 	Jarry, Alfred (1873-1907)	''Société du ''''Mercure de France'''' (Paris)''	1897			monographie	2021-05-25	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9921454	['1 vol. (279 p.) ; 19 cm', 'Nombre total de vues : 310']	fre	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb122604662', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30647257f']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-50871	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Les jours et les nuits (français)]', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-50871	8764.0	text	2017-05-21T22:00:00Z	ark__12148_bpt6k9921454	4148f371-5786-4cc3-8be4-d08145f23b5d
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k874231f.html	Giraudoux_Retour d'Alsace	Retour d'Alsace : août 1914 	Giraudoux, Jean (1882-1944)	(Paris)	1916	9.0	94.0	monographie	2020-04-03	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k874231f	['1 vol. (103 p.) ; in-12', 'Nombre total de vues : 112']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34084136t	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LH4-2820	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LH4-2820	8803.0	text	2015-11-01T23:00:00Z	ark__12148_bpt6k874231f	49f4e2d8-4838-41ec-8ee2-881622ac2c1c
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k4223019v.html	Drieu La Rochelle_Genève ou Moscou 	Genève ou Moscou 	Drieu La Rochelle, Pierre (1893-1945)	(Paris)	1928	8.0	89.0	monographie	2020-03-13	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k4223019v	['268 p. ; 19 cm', 'Nombre total de vues : 279']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb354529749	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-7393	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-7393	896.0	text	2019-11-24T23:00:00Z	ark__12148_bpt6k4223019v	088e6343-3a3b-468f-a5b4-333d41a18450
