Dateiname;Ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date;GUID;dc:rights
Sand_Jacques, par George Sand ....;ark__12148_bpt6k5612143f;https://gallica.bnf.fr/ark:/12148/bpt6k5612143f;Jacques, par George Sand .... Tome 1;Sand, George (1804-1876);Société belge de librairie (Bruxelles);1841;2 vol. in-18, Nombre total de vues : 272;['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31293446v, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31293446v;Bibliothèque nationale de France, département Littérature et art, Y2-65131;Avec mode texte;bnf.fr;840;80;monographie;99980;15.09.2009 22:00;e60caf85-0ed5-4c83-a8d3-d4d29764d9b4;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Ségur_Après la pluie le beau;ark__12148_bpt6k141084p;https://gallica.bnf.fr/ark:/12148/bpt6k141084p;Après la pluie le beau temps, par Mme la Ctesse de Ségur, ...;Ségur, Sophie de (1799-1874);Paris;1871;In-16, 374 p., fig., Nombre total de vues : 384;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31347178r;Bibliothèque nationale de France, département Littérature et art, Y2-68076;Appartient à l’ensemble documentaire : UnivJeun0, Avec mode texte;bnf.fr;;;monographie;99810;02.02.2012 23:00;f53f0f19-2299-4556-97d6-ee4bdefb481a;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
"Sand_Un hiver à Majorque ;";ark__12148_bpt6k5801757f;https://gallica.bnf.fr/ark:/12148/bpt6k5801757f;"Un hiver à Majorque ; Spiridion (Nouvelle édition) ";Sand, George (1804-1876);Michel-Lévy frères (Paris);1867;"1 vol. (446 p.) ; in-16, Nombre total de vues : 452";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31293783w;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-OL-166;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;92870;31.01.2010 23:00;34b78bd0-dfca-45fd-8873-2ac70a001600;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Murger_Scènes de campagne. Adeline Protat,;ark__12148_bpt6k5695037h;https://gallica.bnf.fr/ark:/12148/bpt6k5695037h;Scènes de campagne. Adeline Protat, par Henry Murger;Murger, Henry (1822-1861);Michel Lévy frères (Paris);1856;In-18, 317 p., Nombre total de vues : 334;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997935m;Bibliothèque nationale de France, département Littérature et art, Y2-55744;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;23.08.2009 22:00;8ab7ffa4-7fd8-4b29-ba31-4a685813b5b1;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Montesquiou_Têtes couronnées;ark__12148_bpt6k205377r;https://gallica.bnf.fr/ark:/12148/bpt6k205377r;Têtes couronnées ;Montesquiou, Robert de (1855-1921);E. Sansot (Paris);1916;"XXV-277 p. ; in-18, Nombre total de vues : 277";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30970704p;Bibliothèque nationale de France;;bnf.fr;840;80;monographie;98470;14.10.2007 22:00;83ab9e86-89d9-431c-b9e9-b2064bec8a07;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Murger_Le sabot rouge;ark__12148_bpt6k86302774;https://gallica.bnf.fr/ark:/12148/bpt6k86302774;Le sabot rouge ;Murger, Henry (1822-1861);Michel Lévy frères (Paris);1860;"1 vol. (305 p.) ; in-18, Nombre total de vues : 328";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997933x;Bibliothèque nationale de France, département Littérature et art, Y2-55738;Collection : Collection Michel Lévy, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99940;13.12.2015 23:00;89ada38a-ebdd-4211-ab3f-a75f36a6d778;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Montesquiou_Sabliers et lacrymatoires : élégies;ark__12148_bpt6k81636h;https://gallica.bnf.fr/ark:/12148/bpt6k81636h;Sabliers et lacrymatoires : élégies guerrières et humaines ;Montesquiou, Robert de (1855-1921);Paris;1917;"1 vol. (VI-319 p.) : pl. ; in-16, Nombre total de vues : 334";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb309707020;Bibliothèque nationale de France, département Littérature et art, 8-Ye-9832;Contient une table des matières;bnf.fr;840;80;monographie;94860;14.10.2007 22:00;5f10f8a9-33da-4a8e-a18f-17dad720f85e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Maupassant_La maison Tellier;ark__12148_bpt6k113355s;https://gallica.bnf.fr/ark:/12148/bpt6k113355s;La maison Tellier ;Maupassant, Guy de (1850-1893);V. Havard (Paris);1881;"1 vol. (308 p.) ; in-18, Nombre total de vues : 312";fre;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11946564r, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb309105773;Bibliothèque nationale de France, département Littérature et art, 8-Y2-4643;La maison Tellier (français), Appartient à l’ensemble documentaire : GTextes1;bnf.fr;840;80;monographie;96330;27.10.2008 23:00;cdc1d045-28d8-4d85-b08a-f2c40206c27e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Maupassant_Miss Harriet;ark__12148_bpt6k58416576;https://gallica.bnf.fr/ark:/12148/bpt6k58416576;Miss Harriet ;Maupassant, Guy de (1850-1893);V. Havard (Paris);1884;"III-348 p. ; in-18, Nombre total de vues : 362, application/epub+zip";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30910585q;Bibliothèque nationale de France, département Littérature et art, 8-Y2-6879;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99980;30.05.2010 22:00;f72a47aa-1100-4cb0-b218-ec6e3f3e00d8;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Murger_Propos de ville et propos;ark__12148_bpt6k5809632r;https://gallica.bnf.fr/ark:/12148/bpt6k5809632r;Propos de ville et propos de théâtre, par Henry Murger;Murger, Henry (1822-1861);Michel Lévy (Paris);1853;In-12, 95 p., Nombre total de vues : 106;fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997919c;Bibliothèque nationale de France, département Littérature et art, Y2-55731;Avec mode texte;bnf.fr;800;80;monographie;95650;07.02.2010 23:00;f44d7000-9fac-4234-8bf7-e18e1934b552;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_Oeuvres choisies de M. Eugène;ark__12148_bpt6k5810511q;https://gallica.bnf.fr/ark:/12148/bpt6k5810511q;Oeuvres choisies de M. Eugène Süe. Fernand Duplessis, Mémoires d'un mari;Sue, Eugène (1804-1857);impr. de J. Voisvenel (Paris);1855;In-4° , 125 p., Nombre total de vues : 128;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314188027;Bibliothèque nationale de France, département Littérature et art, Y2-5495;Avec mode texte;bnf.fr;800;80;monographie;97610;02.03.2010 23:00;670ceb85-2f32-44d4-8274-597d121cc03b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sainte-Beuve_Correspondance inédite de Sainte-Beuve avec;ark__12148_bpt6k801822;https://gallica.bnf.fr/ark:/12148/bpt6k801822;Correspondance inédite de Sainte-Beuve avec M. et Mme Juste Olivier ;Sainte-Beuve, Charles-Augustin (1804-1869);Paris;1904;"1 vol. (507 p.) : portrait de Juste Olivier ; in-18, Nombre total de vues : 518";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31279677q;Bibliothèque nationale de France, département Littérature et art, 8-Z-16808;Contient une table des matières, Correspondance;bnf.fr;840;80;monographie;95270;14.10.2007 22:00;5dd9aed7-a934-4a69-9dd2-8017fa32832f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sainte-Beuve_Galerie de portraits historiques, souverains,;ark__12148_bpt6k65438911;https://gallica.bnf.fr/ark:/12148/bpt6k65438911;Galerie de portraits historiques, souverains, hommes d'État, militaires : tirée des Causeries du lundi et des Portraits littéraires ;Sainte-Beuve, Charles-Augustin (1804-1869);Garnier frères (Paris);1883;"1 vol. (III-615 p.) : portr. ; Gr. in-8, Nombre total de vues : 658";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312796960;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-G-196;Contient une table des matières, Avec mode texte;bnf.fr;900;90;monographie;99960;01.09.2013 22:00;21e41d0f-60a4-497a-ad15-0a762b0ac488;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sand_Consuelo. T. 2;ark__12148_bpt6k1040548t;https://gallica.bnf.fr/ark:/12148/bpt6k1040548t;Consuelo. T. 2 ;Sand, George (1804-1876);Paris;1843;"8 vol. ; in-8, Nombre total de vues : 353, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31293304n, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31293304n;Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-386;Appartient à l’ensemble documentaire : GTextes1, Avec mode texte;bnf.fr;;;monographie;10000;30.01.2013 23:00;828742c0-767e-498a-b84e-df6174628f6f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Verconsin_Théatre de campagne. Huitième série,;ark__12148_bpt6k9613575x;https://gallica.bnf.fr/ark:/12148/bpt6k9613575x;Théatre de campagne. Huitième série, Eugène Verconsin, Gabriel Fiquier, Eugène Manuel, ... et al.;''Verconsin, Eugène (1823-1891), Liquier, Gabriel (1843-1887), Manuel, Eugène (1823-1901), Launay, Alphonse de (1822-1891), Villetard, Amélie, Cortambert, Richard (1836-1884), Depré, Ernest (1854-1932), Marthold, Jules de (1847-1927), Cros, Charles (1842-1888)', ''''Hervilly, Ernest de (1839-1911)'''', 'Feydeau, Georges (1862-1921), Laluyé, Léopold (1826-1899), Des Roseaux, Armand, Normand, Jacques (1848-1931), Clairville, Charles (1855-1918)'';Paul Ollendorff (Paris);1882;"1 vol. (358 p.) ; 18 cm, Nombre total de vues : 378";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31557380d;Bibliothèque nationale de France, département Littérature et art, 8-YF-24 (8);"Comprend : Le rideau ; Un amour électrique ; Traitement thermal ; Le premier roman ; L'article II / dit par Mlle Delaporte ; Le thème russe ; Retour de voyage ; La crémaillère ; Un proverbe de salon ; Le violon ; La laitière et le pot aux roses ; Notre futur ; Une flèche ; Le rigollot ; Les claqueurs, 'Contient une table des matières, Avec mode texte";bnf.fr;790;70;monographie;99450;08.11.2015 23:00;ccc43425-32de-46d4-9e68-1bd61f1d2579;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_Plik et Plok, par Eugène;ark__12148_bpt6k934455h;https://gallica.bnf.fr/ark:/12148/bpt6k934455h;Plik et Plok, par Eugène Sue;Sue, Eugène (1804-1857);Paris;1831;In-8° , 16-352 p., vignette au titre, Nombre total de vues : 386;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314190713;Bibliothèque nationale de France, département Littérature et art, Y2-70601;Avec mode texte;bnf.fr;;;monographie;85860;13.02.2013 23:00;fd8db1c0-d542-423a-84cd-3a532f29ee4f;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Garibaldi_Mémoires de Garibaldi : précédés;ark__12148_bpt6k42210004;https://gallica.bnf.fr/ark:/12148/bpt6k42210004;Mémoires de Garibaldi : précédés d'un Discours sur Garibaldi par Victor Hugo et d'une introduction par George Sand. Partie 3 ;Garibaldi, Giuseppe (1807-1882), Hugo, Victor (1802-1885);Méline, Cans et Cie (Bruxelles);186.;"3 vol. (XXII-210, 211, 219 p.) ; in-18, Nombre total de vues : 229";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30481432p, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30481432p;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-8223 (3);Comprend : Discours sur Garibaldi, Avec mode texte;bnf.fr;920;90;monographie;89250;26.10.2019 22:00;77f654b0-9bf4-4707-8a94-1a6f64ec9ea0;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sismondi_Histoire de la chute de;ark__12148_bpt6k61060573;https://gallica.bnf.fr/ark:/12148/bpt6k61060573;Histoire de la chute de l'Empire romain et du déclin de la civilisation, de l'an 250 à l'an 1000, par J.-C.-L. Simonde de Sismondi, .... Tome 2;Sismondi, Jean Charles Léonard Simonde de (1773-1842);Treuttel et Würtz (Paris);1835;2 vol. in-8°, Nombre total de vues : 450;['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb313746394, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb313746394;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, J-21554;Contient une table des matières, Avec mode texte;bnf.fr;9440;90;monographie;99980;21.07.2010 22:00;bc787225-f7ed-4f68-89e1-5117a9281698;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Tasse_La Jérusalem délivrée;ark__12148_bpt6k10733781;https://gallica.bnf.fr/ark:/12148/bpt6k10733781;La Jérusalem délivrée ;Tasse, Le (1544-1595), Lamartine, Alphonse de (1790-1869);J. Mallet (Paris);1841;"[8]-XX-525-[2] p.-[21] f. de pl. : portr., ill. ; 26 cm., Nombre total de vues : 611, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";fre;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb120303435', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34824890p;Bibliothèque nationale de France, département Réserve des livres rares, RES M-Z-687;Gerusalemme liberata (français), Comprend : Description de Jérusalem., Appartient à l’ensemble documentaire : BbLevt0, Avec mode texte;bnf.fr;;;monographie;99950;26.07.2015 22:00;57375bea-aa5a-4dc0-834c-1739aecb7390;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_La Salamandre, roman maritime par;ark__12148_bpt6k57966945;https://gallica.bnf.fr/ark:/12148/bpt6k57966945;La Salamandre, roman maritime par Eugène Sue .... Tome 1;Sue, Eugène (1804-1857);C. Gosselin (Paris);1845;2 tomes rel. en 1 vol. in-8°, Nombre total de vues : 321;['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31419097s, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31419097s;Bibliothèque nationale de France, département Littérature et art, Y2-70613;Avec mode texte;bnf.fr;840;80;monographie;99980;05.09.2010 22:00;14020cc5-be22-4bbe-a7e7-396190eafd30;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_Thérèse Dunoyer (Nouvelle édition);ark__12148_bpt6k6567051j;https://gallica.bnf.fr/ark:/12148/bpt6k6567051j;Thérèse Dunoyer (Nouvelle édition) ;Sue, Eugène (1804-1857);A. Lacroix (Paris);1874;"1 vol. (326 p.) ; in-18, Nombre total de vues : 354, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314192186;Bibliothèque nationale de France, département Littérature et art, Y2-70718;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99930;01.12.2013 23:00;1f97717f-c7e7-4a32-ae43-c397a7efa773;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_Jean Bart et Louis XIV;ark__12148_bpt6k6365618w;https://gallica.bnf.fr/ark:/12148/bpt6k6365618w;Jean Bart et Louis XIV : drames maritimes du XVIIe siècle ;Sue, Eugène (1804-1857);Marescq et Cie (Paris);1851;"1 vol. (490 p.) : ill., pl. et frontispice ; in-4, Nombre total de vues : 572";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31419283n;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 4-LH7-5;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99960;11.11.2012 23:00;6fcad7f9-e79e-4453-b103-a229470b12e8;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sand_Lélia, par George Sand ....;ark__12148_bpt6k56122053;https://gallica.bnf.fr/ark:/12148/bpt6k56122053;Lélia, par George Sand .... Tome 1;Sand, George (1804-1876);Société belge de librairie (Bruxelles);1841;3 vol. in-12, Nombre total de vues : 282;['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb312934712, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312934712;Bibliothèque nationale de France, département Littérature et art, Y2-65153;Avec mode texte;bnf.fr;840;80;monographie;99980;24.01.2010 23:00;7dd7704a-1b66-4c5b-ad5b-f9ac23135793;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Maupassant_Contes choisis;ark__12148_bpt6k123090k;https://gallica.bnf.fr/ark:/12148/bpt6k123090k;Contes choisis ;Maupassant, Guy de (1850-1893);Société des bibliophiles contemporains (Paris);1891-1892;"10 fasc. : fig., pl. en noir et en coul., couv. ill. ; gr. in-8, Nombre total de vues : 304";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb309105177, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb309105177;Bibliothèque nationale de France, département Réserve des livres rares, RES M-Y2-27;;bnf.fr;840;80;monographie;70520;20.10.2008 22:00;77894232-149a-4ba0-9b99-b5d338ffd6d5;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_Le Juif errant, par Eugène;ark__12148_bpt6k58141424;https://gallica.bnf.fr/ark:/12148/bpt6k58141424;Le Juif errant, par Eugène Süe. Édition illustrée par Gavarni ...;Sue, Eugène (1804-1857);;1851;In-4° , 344 p., fig., couv. ill., Nombre total de vues : 352;['fre', 'français'];Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119917106', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314188565;Bibliothèque nationale de France, département Littérature et art, Y2-5538;Le juif errant (français), Avec mode texte;bnf.fr;800;80;monographie;96410;21.02.2010 23:00;9cc7e470-2e9d-4adb-9ba2-632ec1b8c398;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sismondi_De la richesse commerciale, ou;ark__12148_bpt6k10545987;https://gallica.bnf.fr/ark:/12148/bpt6k10545987;De la richesse commerciale, ou Principes d'économie politique, appliqués à la législation du commerce. Tome 2 ;Sismondi, Jean Charles Léonard Simonde de (1773-1842);(Genève);1803;"2 vol. (LXXXV-348, 448 p.) ; in-8, Nombre total de vues : 463, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31374676b, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31374676b;Bibliothèque nationale de France, département Réserve des livres rares, R-21106;Avec mode texte;bnf.fr;330;30;monographie;10000;10.04.2014 22:00;39686cc3-1800-4edc-858a-083539cb41c6;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sand_Jeanne, par George Sand. Nouvelle;ark__12148_bpt6k5853813m;https://gallica.bnf.fr/ark:/12148/bpt6k5853813m;Jeanne, par George Sand. Nouvelle édition;Sand, George (1804-1876);Michel-Lévy frères (Paris);1864;In-18, 359 p., Nombre total de vues : 370;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312934623;Bibliothèque nationale de France, département Littérature et art, Y2-65147;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;96080;27.06.2010 22:00;31a0d3d3-e7ed-44d4-8139-33a2b6a7320d;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sainte-Beuve_Chroniques parisiennes (1843-1845);ark__12148_bpt6k5403885r;https://gallica.bnf.fr/ark:/12148/bpt6k5403885r;Chroniques parisiennes (1843-1845) ;Sainte-Beuve, Charles-Augustin (1804-1869);Calmann Lévy (Paris);1876;"1 vol. (VIII-348 p.) ; in-18, Nombre total de vues : 364";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312796600;Bibliothèque nationale de France, département Collections numérisées, 2008-51508;Collection : Bibliothèque contemporaine, Collection : Bibliothèque contemporaine, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99980;21.03.2010 23:00;a21c0a7a-7341-4e8f-943c-ab716a3a551b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sand_Lucie : comédie en un;ark__12148_bd6t53722887;https://gallica.bnf.fr/ark:/12148/bd6t53722887;Lucie : comédie en un acte ;Sand, George (1804-1876);Librairie nouvelle (Paris);1856;"1 vol. (64 p.) ; 20 cm, Nombre total de vues : 84";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312937231;Bibliothèque nationale de France, département Littérature et art, 8-YTH-10362;Avec mode texte;bnf.fr;790;70;monographie;86080;11.04.2022 22:00;4928ab59-f3b4-4c04-b6bf-f1b2a0821b6a;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_Les Fils de famille;ark__12148_bpt6k58180814;https://gallica.bnf.fr/ark:/12148/bpt6k58180814;Les Fils de famille ;Sue, Eugène (1804-1857);Michel-Lévy frères (Paris);1862;In-4° , 255 p., figure, couv. ill., Nombre total de vues : 269;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314188236;Bibliothèque nationale de France, département Littérature et art, Y2-5510;Avec mode texte;bnf.fr;840;80;monographie;96430;08.03.2010 23:00;26e82eb2-5401-44a6-8164-d13ebd6601a3;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Musset_Voyage pittoresque en Italie, partie;ark__12148_bpt6k208137k;https://gallica.bnf.fr/ark:/12148/bpt6k208137k;Voyage pittoresque en Italie, partie méridionale, et en Sicile ;Musset, Paul de (1804-1880);Paris;1856;"524 p. : pl. en noir et en coul. ; gr. in-8, Nombre total de vues : 551";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32476677g;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, K-1733;Descriptions et voyages -- +* 1800......- 1899......+:19e siècle:;bnf.fr;910;90;monographie;97540;14.10.2007 22:00;442daea8-d0fa-47fa-aca0-92510ea7a91e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
"Sainte-Beuve_Les consolations ; Pensées d'août";ark__12148_bpt6k5702859p;https://gallica.bnf.fr/ark:/12148/bpt6k5702859p;"Les consolations ; Pensées d'août ; Notes et sonnets ; Un dernier rêve (Nouvelle édition revue et augmentée) ";Sainte-Beuve, Charles-Augustin (1804-1869);Michel Lévy frères (Paris);1863;"1 vol. (353 p.) ; in-8, Nombre total de vues : 362";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31279671n;Bibliothèque nationale de France, département Littérature et art, YE-32851;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;84250;23.08.2009 22:00;6dd07d27-04ee-408b-968a-5d25b51bee68;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Musset_Samuel, roman sérieux, par M.;ark__12148_bpt6k3041252d;https://gallica.bnf.fr/ark:/12148/bpt6k3041252d;Samuel, roman sérieux, par M. Paul de Musset, ...;Musset, Paul de (1804-1880);Paris;1833;In-8° , 448 p., pl., Nombre total de vues : 464;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999792c;Bibliothèque nationale de France, département Littérature et art, Y2-55875;Avec mode texte;bnf.fr;800;80;monographie;77360;02.02.2019 23:00;e9b0785f-36ac-4e96-9678-8a9f9997b53b;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Maupassant_Yvette;ark__12148_bpt6k113358x;https://gallica.bnf.fr/ark:/12148/bpt6k113358x;Yvette ;Maupassant, Guy de (1850-1893);V. Havard (Paris);1885;"1 vol. (291 p.) ; in-18, Nombre total de vues : 298";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb309106672;Bibliothèque nationale de France, département Littérature et art, 8-Y2-50531;Appartient à l’ensemble documentaire : GTextes1;bnf.fr;840;80;monographie;89250;11.03.2008 23:00;070f6c3f-6f3b-4f1f-a8e7-900b3c6846f1;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sue_Les mystères de Paris. Volume;ark__12148_bpt6k5814729b;https://gallica.bnf.fr/ark:/12148/bpt6k5814729b;Les mystères de Paris. Volume 1 ;Sue, Eugène (1804-1857);Administration de librairie (Paris);1851;"2 vol. : pl. au T. I, couv. ill. ; gr. in-8, Nombre total de vues : 416";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31419000k, Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11991711j', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31419000k;Bibliothèque nationale de France, département Littérature et art, Y2-5642;Les mystères de Paris (français), Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;97230;21.02.2010 23:00;b8684b83-e63f-4cd6-bc91-c111be7605bf;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Sainte-Beuve_Portraits de femmes (Nouvelle édition,;ark__12148_bpt6k201416h;https://gallica.bnf.fr/ark:/12148/bpt6k201416h;Portraits de femmes (Nouvelle édition, revue et corrigée) ;Sainte-Beuve, Charles-Augustin (1804-1869);Paris;1886;"1 vol. (542 p.) ; in-18, Nombre total de vues : 545";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb38827574w;Bibliothèque nationale de France;;bnf.fr;840;80;monographie;9980;14.10.2007 22:00;ab67e75b-c241-47af-8ef7-a95374618c00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
